LongStationName,StationNumber,SampleCode,CollectionDate,Analyte,Result,SampleType
Sugar Cut downstream of Tom Paine Slough,B9D74761253,CF0822B0893,2022-08-17 09:41:00,Field pH,7.69,Normal Sample
Sugar Cut downstream of Tom Paine Slough,B9D74761253,CF0922B0981,2022-09-21 09:45:00,Field Dissolved Oxygen,6.55,Normal Sample
Sugar Cut downstream of Tom Paine Slough,B9D74761253,CF0922B0981,2022-09-21 09:45:00,Field Specific Conductance,1204,Normal Sample
Sugar Cut downstream of Tom Paine Slough,B9D74761253,CF0922B0981,2022-09-21 09:45:00,Field Turbidity,6.8,Normal Sample
Sugar Cut downstream of Tom Paine Slough,B9D74761253,CF0922B0981,2022-09-21 09:45:00,Field Water Temperature,21.657,Normal Sample
Sugar Cut downstream of Tom Paine Slough,B9D74761253,CF0922B0981,2022-09-21 09:45:00,Field pH,7.59,Normal Sample
Sugar Cut downstream of Tom Paine Slough,B9D74761253,CF1022B1159,2022-10-19 09:35:00,Field Dissolved Oxygen,7.08,Normal Sample
Sugar Cut downstream of Tom Paine Slough,B9D74761253,CF1022B1159,2022-10-19 09:35:00,Field Specific Conductance,1168,Normal Sample
Sugar Cut downstream of Tom Paine Slough,B9D74761253,CF1022B1159,2022-10-19 09:35:00,Field Turbidity,11.1,Normal Sample
Sugar Cut downstream of Tom Paine Slough,B9D74761253,CF1022B1159,2022-10-19 09:35:00,Field Water Temperature,19.47,Normal Sample
Sugar Cut downstream of Tom Paine Slough,B9D74761253,CF1022B1159,2022-10-19 09:35:00,Field pH,7.79,Normal Sample
Sugar Cut downstream of Tom Paine Slough,B9D74761253,CF1122B1225,2022-11-16 10:47:00,Field Dissolved Oxygen,9.58,Normal Sample
Sugar Cut downstream of Tom Paine Slough,B9D74761253,CF1122B1225,2022-11-16 10:47:00,Field Specific Conductance,1476,Normal Sample
Sugar Cut downstream of Tom Paine Slough,B9D74761253,CF1122B1225,2022-11-16 10:47:00,Field Turbidity,5.16,Normal Sample
Sugar Cut downstream of Tom Paine Slough,B9D74761253,CF1122B1225,2022-11-16 10:47:00,Field Water Temperature,10.75,Normal Sample
Sugar Cut downstream of Tom Paine Slough,B9D74761253,CF1122B1225,2022-11-16 10:47:00,Field pH,7.69,Normal Sample
Paradise Cut,B9D74811247,CF0122B0166,2022-01-12 11:43:00,Field Dissolved Oxygen,9.89,Normal Sample
Paradise Cut,B9D74811247,CF0122B0166,2022-01-12 11:43:00,Field Specific Conductance,821,Normal Sample
Paradise Cut,B9D74811247,CF0122B0166,2022-01-12 11:43:00,Field Turbidity,2.79,Normal Sample
Paradise Cut,B9D74811247,CF0122B0166,2022-01-12 11:43:00,Field Water Temperature,10.45,Normal Sample
Paradise Cut,B9D74811247,CF0122B0166,2022-01-12 11:43:00,Field pH,7.93,Normal Sample
Paradise Cut,B9D74811247,CF0122B0222,2022-01-25 11:20:00,Field Dissolved Oxygen,11.22,Normal Sample
Paradise Cut,B9D74811247,CF0122B0222,2022-01-25 11:20:00,Field Specific Conductance,778,Normal Sample
Paradise Cut,B9D74811247,CF0122B0222,2022-01-25 11:20:00,Field Turbidity,2.14,Normal Sample
Paradise Cut,B9D74811247,CF0122B0222,2022-01-25 11:20:00,Field Water Temperature,10.93,Normal Sample
Paradise Cut,B9D74811247,CF0122B0222,2022-01-25 11:20:00,Field pH,7.96,Normal Sample
Paradise Cut,B9D74811247,CF0222B0298,2022-02-16 12:48:00,Field Dissolved Oxygen,10.07,Normal Sample
Paradise Cut,B9D74811247,CF0222B0298,2022-02-16 12:48:00,Field Specific Conductance,648,Normal Sample
Paradise Cut,B9D74811247,CF0222B0298,2022-02-16 12:48:00,Field Turbidity,3.05,Normal Sample
Paradise Cut,B9D74811247,CF0222B0298,2022-02-16 12:48:00,Field Water Temperature,12.056,Normal Sample
Paradise Cut,B9D74811247,CF0222B0298,2022-02-16 12:48:00,Field pH,7.66,Normal Sample
Paradise Cut,B9D74811247,CF0322B0394,2022-03-16 10:46:00,Field Dissolved Oxygen,7.97,Normal Sample
Paradise Cut,B9D74811247,CF0322B0394,2022-03-16 10:46:00,Field Specific Conductance,993,Normal Sample
Paradise Cut,B9D74811247,CF0322B0394,2022-03-16 10:46:00,Field Turbidity,3.24,Normal Sample
Paradise Cut,B9D74811247,CF0322B0394,2022-03-16 10:46:00,Field Water Temperature,15.69,Normal Sample
Paradise Cut,B9D74811247,CF0322B0394,2022-03-16 10:46:00,Field pH,7.54,Normal Sample
Paradise Cut,B9D74811247,CF0422B0506,2022-04-20 10:14:00,Field Dissolved Oxygen,8.23,Normal Sample
Paradise Cut,B9D74811247,CF0422B0506,2022-04-20 10:14:00,Field Specific Conductance,662,Normal Sample
Paradise Cut,B9D74811247,CF0422B0506,2022-04-20 10:14:00,Field Turbidity,1.61,Normal Sample
Paradise Cut,B9D74811247,CF0422B0506,2022-04-20 10:14:00,Field Water Temperature,18.76,Normal Sample
Paradise Cut,B9D74811247,CF0422B0506,2022-04-20 10:14:00,Field pH,7.7,Normal Sample
Paradise Cut,B9D74811247,CF0522B0620,2022-05-18 10:31:00,Field Dissolved Oxygen,8.4,Normal Sample
Paradise Cut,B9D74811247,CF0522B0620,2022-05-18 10:31:00,Field Specific Conductance,455.7,Normal Sample
Paradise Cut,B9D74811247,CF0522B0620,2022-05-18 10:31:00,Field Turbidity,1.89,Normal Sample
Paradise Cut,B9D74811247,CF0522B0620,2022-05-18 10:31:00,Field Water Temperature,20.87,Normal Sample
Paradise Cut,B9D74811247,CF0522B0620,2022-05-18 10:31:00,Field pH,7.76,Normal Sample
Paradise Cut,B9D74811247,CF0622B0687,2022-06-15 12:45:00,Field Dissolved Oxygen,7.11,Normal Sample
Paradise Cut,B9D74811247,CF0622B0687,2022-06-15 12:45:00,Field Specific Conductance,532,Normal Sample
Paradise Cut,B9D74811247,CF0622B0687,2022-06-15 12:45:00,Field Turbidity,4.24,Normal Sample
Paradise Cut,B9D74811247,CF0622B0687,2022-06-15 12:45:00,Field Water Temperature,24.19,Normal Sample
Paradise Cut,B9D74811247,CF0622B0687,2022-06-15 12:45:00,Field pH,7.5,Normal Sample
Paradise Cut,B9D74811247,CF0722B0792,2022-07-21 13:58:00,Field Dissolved Oxygen,7.25,Normal Sample
Paradise Cut,B9D74811247,CF0722B0792,2022-07-21 13:58:00,Field Specific Conductance,1153,Normal Sample
Paradise Cut,B9D74811247,CF0722B0792,2022-07-21 13:58:00,Field Turbidity,2.38,Normal Sample
Paradise Cut,B9D74811247,CF0722B0792,2022-07-21 13:58:00,Field Water Temperature,27.315,Normal Sample
Paradise Cut,B9D74811247,CF0722B0792,2022-07-21 13:58:00,Field pH,7.61,Normal Sample
Paradise Cut,B9D74811247,CF0822B0892,2022-08-17 10:05:00,Field Dissolved Oxygen,9.22,Normal Sample
Paradise Cut,B9D74811247,CF0822B0892,2022-08-17 10:05:00,Field Specific Conductance,1533,Normal Sample
Paradise Cut,B9D74811247,CF0822B0892,2022-08-17 10:05:00,Field Turbidity,10.16,Normal Sample
Paradise Cut,B9D74811247,CF0822B0892,2022-08-17 10:05:00,Field Water Temperature,25.81,Normal Sample
Paradise Cut,B9D74811247,CF0822B0892,2022-08-17 10:05:00,Field pH,7.89,Normal Sample
Paradise Cut,B9D74811247,CF0922B0980,2022-09-21 10:28:00,Field Dissolved Oxygen,7.19,Normal Sample
Paradise Cut,B9D74811247,CF0922B0980,2022-09-21 10:28:00,Field Specific Conductance,1549,Normal Sample
Paradise Cut,B9D74811247,CF0922B0980,2022-09-21 10:28:00,Field Turbidity,10.02,Normal Sample
Paradise Cut,B9D74811247,CF0922B0980,2022-09-21 10:28:00,Field Water Temperature,21.31,Normal Sample
Paradise Cut,B9D74811247,CF0922B0980,2022-09-21 10:28:00,Field pH,7.74,Normal Sample
Paradise Cut,B9D74811247,CF1022B1158,2022-10-19 10:03:00,Field Dissolved Oxygen,7.46,Normal Sample
Paradise Cut,B9D74811247,CF1022B1158,2022-10-19 10:03:00,Field Specific Conductance,1382,Normal Sample
Paradise Cut,B9D74811247,CF1022B1158,2022-10-19 10:03:00,Field Turbidity,7.53,Normal Sample
Paradise Cut,B9D74811247,CF1022B1158,2022-10-19 10:03:00,Field Water Temperature,19.62,Normal Sample
Paradise Cut,B9D74811247,CF1022B1158,2022-10-19 10:03:00,Field pH,7.74,Normal Sample
Paradise Cut,B9D74811247,CF1122B1224,2022-11-16 11:30:00,Field Dissolved Oxygen,8.75,Normal Sample
Paradise Cut,B9D74811247,CF1122B1224,2022-11-16 11:30:00,Field Specific Conductance,1281,Normal Sample
Paradise Cut,B9D74811247,CF1122B1224,2022-11-16 11:30:00,Field Turbidity,13.3,Normal Sample
Paradise Cut,B9D74811247,CF1122B1224,2022-11-16 11:30:00,Field Water Temperature,11.14,Normal Sample
Paradise Cut,B9D74811247,CF1122B1224,2022-11-16 11:30:00,Field pH,7.67,Normal Sample
Old River Upstream of Mountain House Creek,B9537000,CF0122B0082,2022-01-05 10:55:00,Field Dissolved Oxygen,8.6,Normal Sample
Old River Upstream of Mountain House Creek,B9537000,CF0122B0082,2022-01-05 10:55:00,Field Specific Conductance,817,Normal Sample
Old River Upstream of Mountain House Creek,B9537000,CF0122B0082,2022-01-05 10:55:00,Field Turbidity,7.12,Normal Sample
Old River Upstream of Mountain House Creek,B9537000,CF0122B0082,2022-01-05 10:55:00,Field Water Temperature,8.925,Normal Sample
Old River Upstream of Mountain House Creek,B9537000,CF0122B0082,2022-01-05 10:55:00,Field pH,7.85,Normal Sample
Old River Upstream of Mountain House Creek,B9537000,CF0222B0238,2022-02-02 10:16:00,Field Dissolved Oxygen,11.45,Normal Sample
Old River Upstream of Mountain House Creek,B9537000,CF0222B0238,2022-02-02 10:16:00,Field Specific Conductance,967,Normal Sample
Old River Upstream of Mountain House Creek,B9537000,CF0222B0238,2022-02-02 10:16:00,Field Turbidity,3.05,Normal Sample
Old River Upstream of Mountain House Creek,B9537000,CF0222B0238,2022-02-02 10:16:00,Field Water Temperature,9.585,Normal Sample
Old River Upstream of Mountain House Creek,B9537000,CF0222B0238,2022-02-02 10:16:00,Field pH,8.18,Normal Sample
Old River Upstream of Mountain House Creek,B9537000,CF0322B0329,2022-03-08 12:20:00,Field Dissolved Oxygen,10.75,Normal Sample
Old River Upstream of Mountain House Creek,B9537000,CF0322B0329,2022-03-08 12:20:00,Field Specific Conductance,585,Normal Sample
Old River Upstream of Mountain House Creek,B9537000,CF0322B0329,2022-03-08 12:20:00,Field Turbidity,1.16,Normal Sample
Old River Upstream of Mountain House Creek,B9537000,CF0322B0329,2022-03-08 12:20:00,Field Water Temperature,13.856,Normal Sample
Old River Upstream of Mountain House Creek,B9537000,CF0322B0329,2022-03-08 12:20:00,Field pH,8.01,Normal Sample
Old River Upstream of Mountain House Creek,B9537000,CF0422B0430,2022-04-05 10:32:00,Field Dissolved Oxygen,8.98,Normal Sample
Old River Upstream of Mountain House Creek,B9537000,CF0422B0430,2022-04-05 10:32:00,Field Specific Conductance,734,Normal Sample
Old River Upstream of Mountain House Creek,B9537000,CF0422B0430,2022-04-05 10:32:00,Field Turbidity,1.9,Normal Sample
Old River Upstream of Mountain House Creek,B9537000,CF0422B0430,2022-04-05 10:32:00,Field Water Temperature,17.643,Normal Sample
Old River Upstream of Mountain House Creek,B9537000,CF0422B0430,2022-04-05 10:32:00,Field pH,7.88,Normal Sample
Old River Upstream of Mountain House Creek,B9537000,CF0522B0578,2022-05-04 09:41:00,Field Dissolved Oxygen,9.18,Normal Sample
Old River Upstream of Mountain House Creek,B9537000,CF0522B0578,2022-05-04 09:41:00,Field Specific Conductance,383.7,Normal Sample
Old River Upstream of Mountain House Creek,B9537000,CF0522B0578,2022-05-04 09:41:00,Field Turbidity,2.1,Normal Sample
Old River Upstream of Mountain House Creek,B9537000,CF0522B0578,2022-05-04 09:41:00,Field Water Temperature,18.347,Normal Sample
Old River Upstream of Mountain House Creek,B9537000,CF0522B0578,2022-05-04 09:41:00,Field pH,8.03,Normal Sample
Old River Upstream of Mountain House Creek,B9537000,CF0622B0643,2022-06-02 08:31:00,Field Dissolved Oxygen,7.4,Normal Sample
Old River Upstream of Mountain House Creek,B9537000,CF0622B0643,2022-06-02 08:31:00,Field Specific Conductance,441,Normal Sample
Old River Upstream of Mountain House Creek,B9537000,CF0622B0643,2022-06-02 08:31:00,Field Turbidity,2.19,Normal Sample
Old River Upstream of Mountain House Creek,B9537000,CF0622B0643,2022-06-02 08:31:00,Field Water Temperature,21.285,Normal Sample
Old River Upstream of Mountain House Creek,B9537000,CF0622B0643,2022-06-02 08:31:00,Field pH,7.66,Normal Sample
Old River Upstream of Mountain House Creek,B9537000,CF0722B0749,2022-07-05 11:02:00,Field Dissolved Oxygen,8.03,Normal Sample
Old River Upstream of Mountain House Creek,B9537000,CF0722B0749,2022-07-05 11:02:00,Field Specific Conductance,528,Normal Sample
Old River Upstream of Mountain House Creek,B9537000,CF0722B0749,2022-07-05 11:02:00,Field Turbidity,3.85,Normal Sample
Old River Upstream of Mountain House Creek,B9537000,CF0722B0749,2022-07-05 11:02:00,Field Water Temperature,22.813,Normal Sample
Old River Upstream of Mountain House Creek,B9537000,CF0722B0749,2022-07-05 11:02:00,Field pH,7.91,Normal Sample
Old River Upstream of Mountain House Creek,B9537000,CF0822B0826,2022-08-03 10:05:00,Field Dissolved Oxygen,6.35,Normal Sample
Old River Upstream of Mountain House Creek,B9537000,CF0822B0826,2022-08-03 10:05:00,Field Specific Conductance,498.9,Normal Sample
Old River Upstream of Mountain House Creek,B9537000,CF0822B0826,2022-08-03 10:05:00,Field Turbidity,3.33,Normal Sample
Old River Upstream of Mountain House Creek,B9537000,CF0822B0826,2022-08-03 10:05:00,Field Water Temperature,24.337,Normal Sample
Old River Upstream of Mountain House Creek,B9537000,CF0822B0826,2022-08-03 10:05:00,Field pH,7.33,Normal Sample
Old River Upstream of Mountain House Creek,B9537000,CF0922B0950,2022-09-13 11:03:00,Field Dissolved Oxygen,7.18,Normal Sample
Old River Upstream of Mountain House Creek,B9537000,CF0922B0950,2022-09-13 11:03:00,Field Specific Conductance,469,Normal Sample
Old River Upstream of Mountain House Creek,B9537000,CF0922B0950,2022-09-13 11:03:00,Field Turbidity,5.63,Normal Sample
Old River Upstream of Mountain House Creek,B9537000,CF0922B0950,2022-09-13 11:03:00,Field Water Temperature,23.07,Normal Sample
Old River Upstream of Mountain House Creek,B9537000,CF0922B0950,2022-09-13 11:03:00,Field pH,7.59,Normal Sample
Old River Upstream of Mountain House Creek,B9537000,CF1022B1011,2022-10-05 10:18:00,Field Dissolved Oxygen,6.98,Normal Sample
Old River Upstream of Mountain House Creek,B9537000,CF1022B1011,2022-10-05 10:18:00,Field Specific Conductance,523,Normal Sample
Old River Upstream of Mountain House Creek,B9537000,CF1022B1011,2022-10-05 10:18:00,Field Turbidity,2.74,Normal Sample
Old River Upstream of Mountain House Creek,B9537000,CF1022B1011,2022-10-05 10:18:00,Field Water Temperature,21.575,Normal Sample
Old River Upstream of Mountain House Creek,B9537000,CF1022B1011,2022-10-05 10:18:00,Field pH,7.48,Normal Sample
Old River Upstream of Mountain House Creek,B9537000,CF1122B1176,2022-11-02 09:50:00,Field Dissolved Oxygen,8.55,Normal Sample
Old River Upstream of Mountain House Creek,B9537000,CF1122B1176,2022-11-02 09:50:00,Field Specific Conductance,987,Normal Sample
Old River Upstream of Mountain House Creek,B9537000,CF1122B1176,2022-11-02 09:50:00,Field Turbidity,1.04,Normal Sample
Old River Upstream of Mountain House Creek,B9537000,CF1122B1176,2022-11-02 09:50:00,Field Water Temperature,14.949,Normal Sample
Old River Upstream of Mountain House Creek,B9537000,CF1122B1176,2022-11-02 09:50:00,Field pH,7.76,Normal Sample
Old River Upstream of Mountain House Creek,B9537000,CF1222B1608,2022-12-13 12:41:00,Field Dissolved Oxygen,9.65,Normal Sample
Old River Upstream of Mountain House Creek,B9537000,CF1222B1608,2022-12-13 12:41:00,Field Specific Conductance,846,Normal Sample
Old River Upstream of Mountain House Creek,B9537000,CF1222B1608,2022-12-13 12:41:00,Field Turbidity,1.5,Normal Sample
Old River Upstream of Mountain House Creek,B9537000,CF1222B1608,2022-12-13 12:41:00,Field Water Temperature,10.04,Normal Sample
Old River Upstream of Mountain House Creek,B9537000,CF1222B1608,2022-12-13 12:41:00,Field pH,7.71,Normal Sample
Miner Slough near Sacramento River,B9S81421400,CF0122B0178,2022-01-13 11:02:00,Field Dissolved Oxygen,10.68,Normal Sample
Miner Slough near Sacramento River,B9S81421400,CF0122B0178,2022-01-13 11:02:00,Field Specific Conductance,189.5,Normal Sample
Miner Slough near Sacramento River,B9S81421400,CF0122B0178,2022-01-13 11:02:00,Field Turbidity,6.62,Normal Sample
Miner Slough near Sacramento River,B9S81421400,CF0122B0178,2022-01-13 11:02:00,Field Water Temperature,9.74,Normal Sample
Miner Slough near Sacramento River,B9S81421400,CF0122B0178,2022-01-13 11:02:00,Field pH,7.65,Normal Sample
Miner Slough near Sacramento River,B9S81421400,CF0222B0305,2022-02-17 11:01:00,Field Dissolved Oxygen,9.95,Normal Sample
Miner Slough near Sacramento River,B9S81421400,CF0222B0305,2022-02-17 11:01:00,Field Specific Conductance,175,Normal Sample
Miner Slough near Sacramento River,B9S81421400,CF0222B0305,2022-02-17 11:01:00,Field Turbidity,4.91,Normal Sample
Miner Slough near Sacramento River,B9S81421400,CF0222B0305,2022-02-17 11:01:00,Field Water Temperature,12.146,Normal Sample
Miner Slough near Sacramento River,B9S81421400,CF0222B0305,2022-02-17 11:01:00,Field pH,7.33,Normal Sample
Miner Slough near Sacramento River,B9S81421400,CF0322B0401,2022-03-17 10:04:00,Field Dissolved Oxygen,9.63,Normal Sample
Miner Slough near Sacramento River,B9S81421400,CF0322B0401,2022-03-17 10:04:00,Field Specific Conductance,150.4,Normal Sample
Miner Slough near Sacramento River,B9S81421400,CF0322B0401,2022-03-17 10:04:00,Field Turbidity,3.46,Normal Sample
Miner Slough near Sacramento River,B9S81421400,CF0322B0401,2022-03-17 10:04:00,Field Water Temperature,14.22,Normal Sample
Miner Slough near Sacramento River,B9S81421400,CF0322B0401,2022-03-17 10:04:00,Field pH,7.51,Normal Sample
Miner Slough near Sacramento River,B9S81421400,CF0422B0525,2022-04-28 09:19:00,Field Dissolved Oxygen,8.94,Normal Sample
Miner Slough near Sacramento River,B9S81421400,CF0422B0525,2022-04-28 09:19:00,Field Specific Conductance,159.5,Normal Sample
Miner Slough near Sacramento River,B9S81421400,CF0422B0525,2022-04-28 09:19:00,Field Turbidity,3.37,Normal Sample
Miner Slough near Sacramento River,B9S81421400,CF0422B0525,2022-04-28 09:19:00,Field Water Temperature,17.465,Normal Sample
Miner Slough near Sacramento River,B9S81421400,CF0422B0525,2022-04-28 09:19:00,Field pH,7.51,Normal Sample
Miner Slough near Sacramento River,B9S81421400,CF0622B0675,2022-06-10 09:59:00,Field Dissolved Oxygen,8.1,Normal Sample
Miner Slough near Sacramento River,B9S81421400,CF0622B0675,2022-06-10 09:59:00,Field Specific Conductance,135.2,Normal Sample
Miner Slough near Sacramento River,B9S81421400,CF0622B0675,2022-06-10 09:59:00,Field Turbidity,2.72,Normal Sample
Miner Slough near Sacramento River,B9S81421400,CF0622B0675,2022-06-10 09:59:00,Field Water Temperature,23.48,Normal Sample
Miner Slough near Sacramento River,B9S81421400,CF0622B0675,2022-06-10 09:59:00,Field pH,7.53,Normal Sample
Miner Slough near Sacramento River,B9S81421400,CF0722B0813,2022-07-28 10:32:00,Field Dissolved Oxygen,7.94,Normal Sample
Miner Slough near Sacramento River,B9S81421400,CF0722B0813,2022-07-28 10:32:00,Field Specific Conductance,109.2,Normal Sample
Miner Slough near Sacramento River,B9S81421400,CF0722B0813,2022-07-28 10:32:00,Field Turbidity,1.81,Normal Sample
Miner Slough near Sacramento River,B9S81421400,CF0722B0813,2022-07-28 10:32:00,Field Water Temperature,22.966,Normal Sample
Miner Slough near Sacramento River,B9S81421400,CF0722B0813,2022-07-28 10:32:00,Field pH,7.4,Normal Sample
Miner Slough near Sacramento River,B9S81421400,CF0822B0896,2022-08-18 10:42:00,Field Dissolved Oxygen,8.19,Normal Sample
Miner Slough near Sacramento River,B9S81421400,CF0822B0896,2022-08-18 10:42:00,Field Specific Conductance,123.3,Normal Sample
Miner Slough near Sacramento River,B9S81421400,CF0822B0896,2022-08-18 10:42:00,Field Turbidity,1.84,Normal Sample
Miner Slough near Sacramento River,B9S81421400,CF0822B0896,2022-08-18 10:42:00,Field Water Temperature,23.792,Normal Sample
Miner Slough near Sacramento River,B9S81421400,CF0822B0896,2022-08-18 10:42:00,Field pH,7.66,Normal Sample
Miner Slough near Sacramento River,B9S81421400,CF0922B0975,2022-09-20 10:10:00,Field Dissolved Oxygen,8.1,Normal Sample
Miner Slough near Sacramento River,B9S81421400,CF0922B0975,2022-09-20 10:10:00,Field Specific Conductance,124.1,Normal Sample
Miner Slough near Sacramento River,B9S81421400,CF0922B0975,2022-09-20 10:10:00,Field Turbidity,1.78,Normal Sample
Miner Slough near Sacramento River,B9S81421400,CF0922B0975,2022-09-20 10:10:00,Field Water Temperature,20.821,Normal Sample
Miner Slough near Sacramento River,B9S81421400,CF0922B0975,2022-09-20 10:10:00,Field pH,7.46,Normal Sample
Miner Slough near Sacramento River,B9S81421400,CF1022B1162,2022-10-20 09:57:00,Field Dissolved Oxygen,8.39,Normal Sample
Miner Slough near Sacramento River,B9S81421400,CF1022B1162,2022-10-20 09:57:00,Field Specific Conductance,139.1,Normal Sample
Miner Slough near Sacramento River,B9S81421400,CF1022B1162,2022-10-20 09:57:00,Field Turbidity,0.92,Normal Sample
Miner Slough near Sacramento River,B9S81421400,CF1022B1162,2022-10-20 09:57:00,Field Water Temperature,19.641,Normal Sample
Miner Slough near Sacramento River,B9S81421400,CF1022B1162,2022-10-20 09:57:00,Field pH,7.6,Normal Sample
Miner Slough near Sacramento River,B9S81421400,CF1122B1228,2022-11-17 11:46:00,Field Dissolved Oxygen,10.89,Normal Sample
Miner Slough near Sacramento River,B9S81421400,CF1122B1228,2022-11-17 11:46:00,Field Specific Conductance,162.5,Normal Sample
Miner Slough near Sacramento River,B9S81421400,CF1122B1228,2022-11-17 11:46:00,Field Turbidity,1.4,Normal Sample
Miner Slough near Sacramento River,B9S81421400,CF1122B1228,2022-11-17 11:46:00,Field Water Temperature,11.84,Normal Sample
Miner Slough near Sacramento River,B9S81421400,CF1122B1228,2022-11-17 11:46:00,Field pH,7.95,Normal Sample
Miner Slough near Sacramento River,B9S81421400,CF1222B1619,2022-12-20 11:55:00,Field Dissolved Oxygen,9.91,Normal Sample
Miner Slough near Sacramento River,B9S81421400,CF1222B1619,2022-12-20 11:55:00,Field Specific Conductance,180.7,Normal Sample
Miner Slough near Sacramento River,B9S81421400,CF1222B1619,2022-12-20 11:55:00,Field Turbidity,10.64,Normal Sample
Miner Slough near Sacramento River,B9S81421400,CF1222B1619,2022-12-20 11:55:00,Field Water Temperature,8.42,Normal Sample
Miner Slough near Sacramento River,B9S81421400,CF1222B1619,2022-12-20 11:55:00,Field pH,7.38,Normal Sample
Yolo Bypass Toe Drain Below Lisbon Weir,B9D82851352,CF0122B0110,2022-01-03 13:31:00,Field Dissolved Oxygen,7.75,Normal Sample
Yolo Bypass Toe Drain Below Lisbon Weir,B9D82851352,CF0122B0110,2022-01-03 13:31:00,Field Specific Conductance,583,Normal Sample
Yolo Bypass Toe Drain Below Lisbon Weir,B9D82851352,CF0122B0110,2022-01-03 13:31:00,Field Turbidity,30.71,Normal Sample
Yolo Bypass Toe Drain Below Lisbon Weir,B9D82851352,CF0122B0110,2022-01-03 13:31:00,Field Water Temperature,6.902,Normal Sample
Yolo Bypass Toe Drain Below Lisbon Weir,B9D82851352,CF0122B0110,2022-01-03 13:31:00,Field pH,7.71,Normal Sample
Yolo Bypass Toe Drain Below Lisbon Weir,B9D82851352,CF0222B0276,2022-02-14 12:34:00,Field Dissolved Oxygen,6.77,Normal Sample
Yolo Bypass Toe Drain Below Lisbon Weir,B9D82851352,CF0222B0276,2022-02-14 12:34:00,Field Specific Conductance,709,Normal Sample
Yolo Bypass Toe Drain Below Lisbon Weir,B9D82851352,CF0222B0276,2022-02-14 12:34:00,Field Turbidity,20.93,Normal Sample
Yolo Bypass Toe Drain Below Lisbon Weir,B9D82851352,CF0222B0276,2022-02-14 12:34:00,Field Water Temperature,14.012,Normal Sample
Yolo Bypass Toe Drain Below Lisbon Weir,B9D82851352,CF0222B0276,2022-02-14 12:34:00,Field pH,7.62,Normal Sample
Yolo Bypass Toe Drain Below Lisbon Weir,B9D82851352,CF0322B0350,2022-03-14 14:57:00,Field Dissolved Oxygen,10.96,Normal Sample
Yolo Bypass Toe Drain Below Lisbon Weir,B9D82851352,CF0322B0350,2022-03-14 14:57:00,Field Specific Conductance,853,Normal Sample
Yolo Bypass Toe Drain Below Lisbon Weir,B9D82851352,CF0322B0350,2022-03-14 14:57:00,Field Turbidity,16.35,Normal Sample
Yolo Bypass Toe Drain Below Lisbon Weir,B9D82851352,CF0322B0350,2022-03-14 14:57:00,Field Water Temperature,16.054,Normal Sample
Yolo Bypass Toe Drain Below Lisbon Weir,B9D82851352,CF0322B0350,2022-03-14 14:57:00,Field pH,8.17,Normal Sample
Yolo Bypass Toe Drain Below Lisbon Weir,B9D82851352,CF0422B0425,2022-04-04 10:43:00,Field Dissolved Oxygen,5.66,Normal Sample
Yolo Bypass Toe Drain Below Lisbon Weir,B9D82851352,CF0422B0425,2022-04-04 10:43:00,Field Specific Conductance,734,Normal Sample
Yolo Bypass Toe Drain Below Lisbon Weir,B9D82851352,CF0422B0425,2022-04-04 10:43:00,Field Turbidity,9.24,Normal Sample
Yolo Bypass Toe Drain Below Lisbon Weir,B9D82851352,CF0422B0425,2022-04-04 10:43:00,Field Water Temperature,17.034,Normal Sample
Yolo Bypass Toe Drain Below Lisbon Weir,B9D82851352,CF0422B0425,2022-04-04 10:43:00,Field pH,7.67,Normal Sample
Yolo Bypass Toe Drain Below Lisbon Weir,B9D82851352,CF0522B0551,2022-05-02 10:25:00,Field Dissolved Oxygen,6.4,Normal Sample
Yolo Bypass Toe Drain Below Lisbon Weir,B9D82851352,CF0522B0551,2022-05-02 10:25:00,Field Specific Conductance,601,Normal Sample
Yolo Bypass Toe Drain Below Lisbon Weir,B9D82851352,CF0522B0551,2022-05-02 10:25:00,Field Turbidity,26.29,Normal Sample
Yolo Bypass Toe Drain Below Lisbon Weir,B9D82851352,CF0522B0551,2022-05-02 10:25:00,Field Water Temperature,19.108,Normal Sample
Yolo Bypass Toe Drain Below Lisbon Weir,B9D82851352,CF0522B0551,2022-05-02 10:25:00,Field pH,7.83,Normal Sample
Yolo Bypass Toe Drain Below Lisbon Weir,B9D82851352,CF0622B0649,2022-06-06 10:44:00,Field Dissolved Oxygen,6.41,Normal Sample
Yolo Bypass Toe Drain Below Lisbon Weir,B9D82851352,CF0622B0649,2022-06-06 10:44:00,Field Specific Conductance,317.2,Normal Sample
Yolo Bypass Toe Drain Below Lisbon Weir,B9D82851352,CF0622B0649,2022-06-06 10:44:00,Field Turbidity,26.4,Normal Sample
Yolo Bypass Toe Drain Below Lisbon Weir,B9D82851352,CF0622B0649,2022-06-06 10:44:00,Field Water Temperature,22.079,Normal Sample
Yolo Bypass Toe Drain Below Lisbon Weir,B9D82851352,CF0622B0649,2022-06-06 10:44:00,Field pH,7.8,Normal Sample
Yolo Bypass Toe Drain Below Lisbon Weir,B9D82851352,CF0722B0744,2022-07-05 12:56:00,Field Dissolved Oxygen,7.88,Normal Sample
Yolo Bypass Toe Drain Below Lisbon Weir,B9D82851352,CF0722B0744,2022-07-05 12:56:00,Field Specific Conductance,251.8,Normal Sample
